State ,Tribe Name                                                                            ,Casino Name                                       ,Address                                     ,Game Class Type                    ,Work Phone                            ,Work Fax                              ,Email Address
CA    ,Rincon Band of Luiseno Mission Indians of the Rincon Reservation                      ,Harrah's Southern California Resort               ,One Government Center Lane                  ,Valley Center CA 92082             ,Class II & III                        ,760-751-7779                          ,760-751-3201                          ,Rlivingston1@caesars.com
CA    ,Robinson Rancheria                                                                    ,Robinson Rancheria Bingo & Casino                 ,P.O. Box 428                                ,Nice CA 95464                      ,Class II & III                        ,707-262-4000                          ,707-262-4060                          ,ajamarillo@rrrc.com
CA    ,Round Valley Indian Tribes                                                            ,Hidden Oaks Casino                                ,77826 Covelo Road                           ,Covelo CA 95428                    ,Class II & III                        ,707-983-6898                          ,707-983-6512                          ,rkwolfin@hiddenoakscasino.com
CA    ,San Pasqual Band of Diegueno Mission Indians of California                            ,Valley View Casino                                ,P.O. Box 365 16400 Kumeyaay Way             ,Valley Center CA 92082             ,Class II & III                        ,760-291-5500                          ,760-291-5652                          ,Marks@sanpasqualtribe.org
CA    ,Santa Rosa Rancheria Tachi Yokut Tribe                                                ,Tachi Palace Hotel and Casino                     ,P.O. Box 8 16835 Alkali Drive               ,Lemoore CA 93245                   ,Class II & III                        ,559-925-1554                          ,559-924-6571                          ,bvasquez@yokutgas.com
CA    ,Santa Ynez Band of Chumash Mission Indians of the Santa Ynez Reservation              ,Chumash Casino and Resort Enterprises             ,P.O. Box 517 100 Via Juana Lane             ,Santa Ynez CA 93460                ,Class II & III                        ,805-686-3400                          ,805-688-3881                          ,Bill.peters@chumashcasino.com
CA    ,Sherwood Valley Rancheria                                                             ,Sherwood Valley Rancheria Casino                  ,190 Sherwood Hill Dr.                       ,Willits CA 95490                   ,Class III                             ,707-459-7330                          ,707-459-7337                          ,rbritton@svrcasino.com
CA    ,Shingle Springs Band of Miwok Indians                                                 ,Red Hawk Casino                                   ,6475 N. Shingle Rd.                         ,Placerville CA 95667               ,Class II & III                        ,530-677-2580                          ,530-677-1154                          ,jweiss@redhawkcasino.com
CA    ,Pala Band of Luiseno Mission Indians of the Pala Reservation                          ,Pala Casino Resort and Spa                        ,35008 Pala Temecula Road PMB 50             ,Pala CA 92059                      ,Class II & III                        ,877-946-7252                          ,760-510-5190                          ,fburo@palacasino.com; malopez@palacasino.com
CA    ,Paskenta Band of Nomlaki Indians                                                      ,Rolling Hills Casino                              ,2655 Everett Freeman Way PO Box 709         ,Corning CA 96021-9336              ,Class III                             ,530-528-3566                          ,530-528-3593                          ,sneely@rollinghillscasino.com
CA    ,Paskenta Band of Nomlaki Indians                                                      ,The Links at Rolling Hills                        ,2655 Everett Freeman Way PO Box 709         ,Corning CA 96021-9336              ,Class II & III                        ,530-528-3531                          ,530-526-1205                          ,tedwards@paskenta.org
